Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
499;47843;313745;313745
5489;363851;313745;313745
10479;627212;313745;313745
15469;896532;313745;313745
20459;1180908;313745;313745
25449;1456107;313745;313745
30439;1746161;313745;313745
35429;2045080;313745;313745
40419;2327737;313745;313745
45409;2597190;313745;313745
50399;2901612;313717;313717
55389;3165252;313717;313717
60379;3427169;313717;313717
65369;3685561;313670;313670
70359;3941043;313670;313670
75349;4205581;313670;313670
80339;4473157;313670;313670
85329;4741131;313641;313641
90319;5024927;313641;313641
95309;5294431;313641;313641
100299;5563673;313641;313641
105289;5831192;313641;313641
110279;6100616;313639;313639
115269;6371006;313639;313639
120259;6647951;313639;313639
125249;6918233;313604;313604
130239;7175185;312558;312558
135229;7436978;312558;312558
140219;7695817;312558;312558
145209;7959102;312558;312558
150199;8213911;312558;312558
155189;8479970;312518;312518
160179;8738425;312518;312518
165169;8996280;312518;312518
170159;9257846;312518;312518
175149;9514311;312022;312022
180139;9775634;311986;311986
185129;10033623;311404;311404
190119;10285574;311362;311362
195109;10539821;311362;311362
200099;10796035;310593;310593
205089;11046751;310593;310593
210079;11299152;310593;310593
215069;11561492;310593;310593
220059;11817813;310593;310593
225049;12076841;310564;310564
230039;12331541;310564;310564
235029;12583821;310564;310564
240019;12838641;310564;310564
245009;13085755;310559;310559
249999;13339436;310559;310559
254989;13589583;310378;310378
259979;13845988;310378;310378
264969;14096490;310378;310378
269959;14348562;310378;310378
274949;14597024;310378;310378
279939;14871591;310378;310378
284929;15127139;310378;310378
289919;15376062;310378;310378
294909;15638272;310378;310378
299899;15889769;310378;310378
304889;16144548;310378;310378
309879;16399266;310378;310378
314869;16650011;310378;310378
319859;16903259;310378;310378
324849;17164266;310378;310378
329839;17442227;310368;310368
334829;17713553;310368;310368
339819;18008336;310357;310357
344809;18277175;310357;310357
349799;18537119;310357;310357
354789;18806172;310357;310357
359779;19071634;310357;310357
364769;19340993;310357;310357
369759;19599607;310357;310357
374749;19876130;310357;310357
379739;20145162;310357;310357
384729;20414511;310357;310357
389719;20670268;310357;310357
394709;20942575;310357;310357
399699;21208463;310357;310357
404689;21466097;310357;310357
409679;21753911;310357;310357
414669;22027717;310339;310339
419659;22307634;310339;310339
424649;22589748;310339;310339
429639;22878256;310339;310339
434629;23160120;310339;310339
439619;23443916;310281;310281
444609;23720991;310218;310218
449599;23991838;310218;310218
454589;24270394;310218;310218
459579;24541803;310218;310218
464569;24802108;310167;310167
469559;25061692;310167;310167
474549;25320268;310167;310167
479539;25588870;310167;310167
484529;25855364;310150;310150
489519;26200807;310150;310150
494509;26510927;310150;310150
499499;26786786;310150;310150
504489;27073971;310150;310150
509479;27360862;310150;310150
514469;27640035;310150;310150
519459;27919390;310150;310150
524449;28189660;310150;310150
529439;28452922;310150;310150
534429;28719082;310150;310150
539419;28987021;310150;310150
544409;29250505;310150;310150
549399;29526716;310150;310150
554389;29810822;310150;310150
559379;30070928;310150;310150
564369;30324391;310150;310150
569359;30581787;310150;310150
574349;30841759;310020;310020
579339;31095671;310020;310020
584329;31364692;310020;310020
589319;31638351;310009;310009
594309;31923024;310009;310009
599299;32187281;310009;310009
604289;32477780;310009;310009
609279;32775486;310009;310009
614269;33055507;310009;310009
619259;33331060;310009;310009
624249;33586732;310009;310009
629239;33845023;310009;310009
634229;34102886;309990;309990
639219;34367778;309990;309990
644209;34634677;309990;309990
649199;34892346;309990;309990
654189;35159418;309990;309990
659179;35419137;309990;309990
664169;35674242;309688;309688
669159;35930469;309393;309393
674149;36189151;309187;309187
679139;36446928;309187;309187
684129;36710252;309187;309187
689119;36972762;309187;309187
694109;37229202;309183;309183
699099;37494145;309183;309183
704089;37757065;309001;309001
709079;38015332;309001;309001
714069;38269009;308986;308986
719059;38535968;308986;308986
724049;38792207;308986;308986
729039;39047801;308899;308899
734029;39300441;308899;308899
739019;39555451;308899;308899
744009;39810080;308899;308899
748999;40060638;308899;308899
753989;40314856;308899;308899
758979;40577886;308899;308899
763969;40837500;308899;308899
768959;41093897;308829;308829
773949;41340439;308829;308829
778939;41602683;308829;308829
783929;41855050;308829;308829
788919;42105700;308829;308829
793909;42359446;308829;308829
798899;42612563;308785;308785
803889;42872819;308785;308785
808879;43137018;308785;308785
813869;43388188;308785;308785
818859;43644183;308785;308785
823849;43897735;308773;308773
828839;44153401;308755;308755
833829;44402378;308755;308755
838819;44659792;308755;308755
843809;44914066;308755;308755
848799;45167928;308755;308755
853789;45419136;308755;308755
858779;45670414;308755;308755
863769;45924039;308755;308755
868759;46177214;308755;308755
873749;46431886;308755;308755
878739;46688110;308755;308755
883729;46942163;308755;308755
888719;47199419;308755;308755
893709;47451871;308755;308755
898699;47709683;308755;308755
903689;47962509;308755;308755
908679;48216753;308755;308755
913669;48467067;308755;308755
918659;48722633;308755;308755
923649;48983532;308755;308755
928639;49239069;308755;308755
933629;49489811;308755;308755
938619;49749291;308755;308755
943609;50005700;308755;308755
948599;50258727;308692;308692
953589;50514981;308692;308692
958579;50769659;308692;308692
963569;51029626;308692;308692
968559;51297440;308692;308692
973549;51553175;308692;308692
