Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
149;5246;58950;58950
1639;44155;58950;58950
3129;78386;58950;58950
4619;114745;58950;58950
6109;147779;58950;58950
7599;181913;58950;58950
9089;215713;58950;58950
10579;248868;58950;58950
12069;283206;58950;58950
13559;317056;58950;58950
15049;352035;58950;58950
16539;386184;58950;58950
18029;420434;58950;58950
19519;454574;58950;58950
21009;488608;58950;58950
22499;522369;58950;58950
23989;557546;58950;58950
25479;590889;58950;58950
26969;624711;58950;58950
28459;658009;58950;58950
29949;692377;58950;58950
31439;727095;58950;58950
32929;760549;58950;58950
34419;794255;58950;58950
35909;828056;58950;58950
37399;862436;58950;58950
38889;897102;58950;58950
40379;931207;58950;58950
41869;965442;58950;58950
43359;1001448;58950;58950
44849;1034893;58950;58950
46339;1068606;58950;58950
47829;1101604;58950;58950
49319;1135581;58950;58950
50809;1169266;58950;58950
52299;1203677;58950;58950
53789;1237602;58950;58950
55279;1271840;58950;58950
56769;1306294;58950;58950
58259;1340761;58950;58950
