Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
499;1617;1553;1553
5489;10262;1384;1384
10479;17015;1374;1374
15469;23328;1374;1374
20459;30261;1374;1374
25449;36871;1374;1374
30439;43804;1374;1374
35429;49754;1374;1374
40419;55830;1374;1374
45409;62616;1374;1374
50399;68865;1374;1374
55389;75559;1374;1374
60379;81920;1374;1374
65369;88320;1374;1374
70359;94561;1374;1374
75349;100664;1374;1374
80339;108957;1374;1374
85329;114971;1374;1374
90319;121059;1374;1374
95309;127058;1374;1374
100299;133132;1374;1374
105289;139358;1374;1374
110279;145493;1374;1374
115269;151537;1374;1374
120259;157637;1374;1374
125249;163675;1374;1374
130239;169694;1374;1374
135229;175946;1374;1374
140219;182065;1374;1374
145209;188142;1374;1374
150199;194200;1374;1374
155189;200154;1374;1374
160179;206160;1374;1374
165169;212309;1374;1374
170159;218299;1374;1374
175149;224352;1374;1374
180139;230340;1374;1374
185129;236677;1374;1374
190119;242765;1374;1374
195109;248870;1374;1374
200099;254978;1374;1374
205089;261021;1374;1374
210079;267036;1374;1374
215069;273079;1374;1374
220059;279102;1374;1374
225049;285233;1374;1374
230039;291269;1374;1374
235029;297261;1374;1374
240019;303335;1374;1374
245009;309358;1374;1374
249999;315445;1374;1374
254989;321730;1374;1374
259979;327707;1374;1374
264969;333711;1374;1374
269959;340321;1374;1374
274949;346457;1374;1374
279939;352493;1374;1374
284929;358538;1374;1374
289919;364578;1374;1374
294909;370674;1374;1374
299899;376732;1374;1374
304889;382740;1374;1374
309879;389103;1374;1374
314869;395310;1374;1374
319859;401263;1374;1374
324849;407499;1374;1374
329839;413571;1374;1374
334829;419630;1374;1374
339819;425626;1374;1374
344809;431536;1374;1374
349799;437502;1374;1374
354789;443667;1374;1374
359779;449768;1374;1374
364769;455890;1374;1374
369759;462126;1374;1374
374749;468037;1374;1374
379739;474154;1374;1374
384729;480187;1374;1374
389719;486153;1374;1374
394709;492319;1374;1374
399699;498283;1374;1374
404689;504242;1374;1374
409679;510377;1374;1374
414669;516339;1374;1374
419659;522329;1374;1374
424649;528444;1374;1374
429639;534330;1374;1374
434629;540497;1374;1374
439619;546551;1374;1374
444609;552541;1374;1374
449599;558628;1374;1374
454589;564630;1374;1374
459579;570650;1374;1374
464569;576949;1374;1374
469559;582886;1374;1374
474549;588835;1374;1374
479539;595195;1374;1374
484529;601213;1374;1374
489519;607296;1374;1374
494509;613521;1374;1374
499499;619518;1374;1374
504489;625636;1374;1374
509479;631629;1374;1374
514469;637564;1374;1374
519459;643687;1374;1374
524449;649695;1374;1374
529439;655645;1374;1374
534429;661747;1374;1374
539419;667770;1374;1374
544409;673845;1374;1374
549399;680004;1374;1374
554389;686010;1374;1374
559379;692036;1374;1374
564369;698024;1374;1374
569359;704035;1374;1374
