Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
499;8570;157394;157394
5489;74079;157394;157394
10479;130495;157160;157160
15469;184310;156363;156363
20459;237909;156191;156191
25449;291907;156025;156025
30439;346030;155381;155381
35429;400921;155326;155326
40419;455500;155282;155282
45409;510190;155119;155119
50399;567725;155019;155019
55389;621966;155019;155019
60379;678181;154938;154938
65369;732572;154918;154918
70359;787083;154829;154829
75349;838988;154829;154829
80339;891958;154810;154810
85329;944755;154810;154810
90319;997944;154810;154810
95309;1050561;154810;154810
100299;1103607;154810;154810
105289;1158074;154810;154810
110279;1211842;154810;154810
115269;1264861;154810;154810
120259;1318768;154753;154753
125249;1371132;154298;154298
130239;1422737;154295;154295
135229;1474211;154228;154228
140219;1525363;154020;154020
145209;1576642;154020;154020
150199;1627486;154020;154020
155189;1679159;153636;153636
160179;1731645;153636;153636
165169;1784179;153636;153636
170159;1837630;153210;153210
175149;1889251;153210;153210
180139;1941457;153210;153210
185129;1994967;153210;153210
190119;2047647;153210;153210
195109;2099247;153210;153210
200099;2150425;153210;153210
205089;2203520;153210;153210
210079;2255030;153210;153210
215069;2306326;153210;153210
220059;2357647;153210;153210
225049;2409426;153210;153210
230039;2460793;153210;153210
235029;2512533;153210;153210
240019;2563446;153210;153210
245009;2614736;153146;153146
249999;2666427;153050;153050
254989;2718032;153050;153050
259979;2769371;153050;153050
264969;2821069;153050;153050
269959;2873304;153050;153050
274949;2924462;153050;153050
279939;2975582;153050;153050
284929;3028921;153050;153050
289919;3080668;153050;153050
294909;3133192;152601;152601
299899;3186379;152601;152601
304889;3237934;152599;152599
309879;3290009;152599;152599
314869;3342779;152599;152599
319859;3395444;152555;152555
324849;3447276;152555;152555
329839;3500288;152555;152555
334829;3552172;152401;152401
339819;3603986;152233;152233
344809;3656248;152233;152233
349799;3710158;152047;152047
354789;3762293;151108;151108
359779;3817002;151108;151108
364769;3868790;151043;151043
369759;3920571;151043;151043
374749;3972444;151043;151043
379739;4026949;151043;151043
384729;4079057;151043;151043
389719;4131707;151002;151002
394709;4183818;150994;150994
399699;4237358;150994;150994
404689;4290074;150994;150994
409679;4341492;150994;150994
414669;4393822;150994;150994
419659;4444977;150963;150963
424649;4496466;150922;150922
429639;4549747;150922;150922
434629;4601372;150922;150922
439619;4653692;150922;150922
444609;4705335;150922;150922
449599;4757424;150922;150922
454589;4810690;150922;150922
459579;4862626;150922;150922
464569;4915206;150922;150922
469559;4968668;150922;150922
474549;5020004;150922;150922
479539;5072749;150818;150818
484529;5124791;150745;150745
489519;5177288;150745;150745
494509;5229048;150745;150745
499499;5280510;150745;150745
504489;5333744;150745;150745
509479;5385610;150745;150745
514469;5437938;150745;150745
519459;5490533;150745;150745
524449;5542473;150745;150745
529439;5594869;150745;150745
534429;5646509;150745;150745
539419;5699726;150745;150745
544409;5751309;150745;150745
549399;5803181;150745;150745
554389;5855454;150745;150745
559379;5907355;150745;150745
564369;5959344;150745;150745
569359;6011970;150745;150745
574349;6063120;150420;150420
579339;6115641;150420;150420
584329;6168937;150420;150420
589319;6220301;150359;150359
594309;6274281;150359;150359
599299;6326148;150359;150359
604289;6378121;150359;150359
609279;6431235;150359;150359
614269;6484728;150359;150359
619259;6537513;150359;150359
624249;6590080;150359;150359
629239;6642186;150359;150359
634229;6694487;150359;150359
639219;6747396;150359;150359
644209;6801177;150272;150272
649199;6853535;150272;150272
654189;6905794;150272;150272
659179;6958433;150272;150272
664169;7011222;150272;150272
669159;7063279;150272;150272
674149;7116184;149954;149954
679139;7170034;149954;149954
684129;7222177;149954;149954
689119;7273822;149954;149954
