Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
17100;7005;26516;23989
34200;14330;27479;23534
51300;21537;26944;22867
68400;28513;26737;22867
85500;35126;26048;22867
102600;41934;27013;22867
119700;48494;26958;22867
136800;55425;25755;22673
153900;62141;26970;22673
171000;68713;26157;22673
188100;75376;27155;22673
205200;81845;26996;22673
222300;88699;26215;22673
239400;95201;26894;22673
256500;101719;25928;22673
273600;108375;25373;22673
290700;114886;24982;22673
307800;121368;27265;22673
324900;128025;27868;22673
342000;134595;25394;22673
359100;141241;25518;22673
376200;147757;27602;22673
393300;154433;25858;22673
410400;160973;25790;22673
427500;167721;24125;22673
444600;174177;24809;22673
461700;180735;25493;22673
478800;187224;25239;22673
495900;193817;26106;22673
513000;200343;25836;22673
530100;206791;27326;22673
547200;213243;27632;22673
564300;219736;25928;22673
581400;226284;26920;22673
598500;232874;24864;22673
615600;239417;25665;22673
632700;246030;26224;22673
649800;252489;26523;22673
666900;259002;27476;22673
684000;265537;26602;22673
701100;272087;25322;22673
718200;278744;24931;22673
735300;285304;24712;22130
752400;291865;25580;22130
769500;298556;26197;22130
786600;305010;25398;22130
803700;311544;26011;22130
820800;318045;27818;22130
837900;324596;25776;22130
855000;331345;25893;22130
872100;337871;26809;22130
889200;344403;25505;22130
906300;351024;23793;22130
923400;357810;24998;22130
940500;364471;26213;22130
957600;370991;24689;22130
974700;377567;27068;22130
991800;384050;26591;22130
1008900;390966;25808;22130
1026000;397424;25863;22130
1043100;403985;26370;22130
1060200;410657;26561;22130
1077300;417211;26380;22130
1094400;423910;25089;22130
1111500;430491;26003;22130
1128600;437120;26058;22130
1145700;443550;25977;22130
1162800;449978;25664;22130
1179900;456581;25495;22130
1197000;463125;26792;22130
1214100;469689;25638;22130
1231200;476224;26662;22130
1248300;482812;27728;22130
1265400;489707;25601;22130
1282500;496292;24883;22130
1299600;503184;25763;22130
1316700;509847;26089;22130
1333800;516442;26037;22130
1350900;522987;26505;22130
1368000;529471;27114;22130
1385100;536220;25131;22130
1402200;542691;26510;22130
1419300;549171;25318;22130
1436400;555912;25537;22130
1453500;562539;25583;22130
1470600;569232;26473;21795
1487700;575839;25242;21795
1504800;582495;26358;21795
1521900;589096;24571;21795
1539000;595609;24767;21795
1556100;602212;25892;21795
1573200;609144;23826;21795
1590300;615789;25251;21795
1607400;622365;25150;21795
1624500;629029;26244;21795
1641600;635576;25417;21795
1658700;642210;24967;21795
1675800;648938;25579;21795
1692900;655556;25606;21795
1710000;662180;23318;21795
1727100;668739;24676;21795
1744200;675296;25718;21795
1761300;681850;25501;21795
1778400;688491;24631;21795
1795500;694999;24194;21248
1812600;701837;24616;21248
1829700;708471;24607;21248
1846800;715147;23476;21248
1863900;721827;24784;21248
1881000;728330;23789;21248
1898100;734993;23552;21248
1915200;741639;23244;21248
1932300;748338;22869;21061
1949400;755099;23470;21061
1966500;761778;22999;20814
1983600;768501;23738;20483
2000700;775172;23269;20252
2017800;781922;23177;20196
2034900;788649;22804;20196
2052000;796160;24603;20196
2069100;805974;23613;19717
2086200;812801;21706;19717
2103300;819751;21454;19717
2120400;826613;22326;19426
2137500;833330;21954;19426
2154600;839924;21869;18723
2171700;846766;21534;18723
2188800;853558;21245;18553
2205900;860091;20221;18553
2223000;866890;20160;18139
2240100;873585;21067;17579
2257200;880166;20316;17579
2274300;886840;20181;16714
2291400;893493;19526;16547
2308500;900095;18025;16547
2325600;906860;16699;16502
2342700;913485;18745;16357
2359800;920212;20126;16045
2376900;926868;17436;15583
2394000;933408;17401;15583
2411100;940905;16408;14385
2428200;947341;16934;14385
2445300;953859;15703;14164
2462400;960418;16539;13848
2479500;966906;15439;13460
