Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
8413500;1990016;10334;2287
8449000;1998240;9269;2287
8484500;2006681;9442;2287
8520000;2014862;9139;2287
8555500;2023032;9704;2287
8591000;2031282;9263;2287
8626500;2039567;10761;2287
8662000;2047819;9340;2287
8697500;2056102;9360;2287
8733000;2064217;10379;2287
8768500;2072487;9390;2287
8804000;2080596;9258;2287
8839500;2089105;9373;2287
8875000;2097353;9986;2287
8910500;2105593;10137;2287
8946000;2113904;10096;2287
8981500;2122238;9662;2287
9017000;2130475;9865;2287
9052500;2138718;10387;2287
9088000;2147055;10314;2287
9123500;2155347;9557;2287
9159000;2163699;9378;2287
9194500;2172117;10557;2287
9230000;2180403;9967;2287
9265500;2188617;9416;2287
9301000;2196977;10111;2287
9336500;2205150;10079;2287
9372000;2213594;10025;2287
9407500;2221775;9633;2287
9443000;2230024;10011;2287
9478500;2238178;9991;2287
9514000;2246481;9611;2287
9549500;2254766;9602;2287
9585000;2263056;9777;2287
9620500;2271243;9297;2287
9656000;2279840;10362;2287
9691500;2288688;10201;2287
9727000;2297779;9562;2287
9762500;2306911;9896;2287
9798000;2316107;10135;2287
9833500;2325429;9427;2287
9869000;2334415;10151;2287
9904500;2343377;9886;2287
9940000;2352391;9174;2287
9975500;2360960;9526;2287
10011000;2369504;9684;2287
10046500;2377926;9294;2287
10082000;2386432;9572;2287
10117500;2395071;9325;2287
10153000;2403701;10274;2287
10188500;2412120;9995;2287
10224000;2420738;10216;2287
10259500;2429300;10137;2287
10295000;2438924;10153;2287
10330500;2447669;9865;2287
10366000;2456316;9633;2287
10401500;2464709;9989;2287
10437000;2473143;8840;2287
10472500;2481704;10418;2287
10508000;2489957;9653;2287
10543500;2498355;10051;2287
10579000;2506714;9720;2287
10614500;2515130;10833;2287
10650000;2523579;10225;2287
10685500;2532046;9976;2287
10721000;2540399;9985;2287
10756500;2548730;9149;2287
10792000;2557134;9752;2287
10827500;2565439;10179;2287
10863000;2573896;9154;2287
10898500;2582299;10127;2287
10934000;2592030;9702;2287
10969500;2600494;9397;2287
11005000;2608839;9877;2287
11040500;2617119;10078;2287
11076000;2625479;9489;2287
11111500;2633768;8675;2287
11147000;2642252;10268;2287
11182500;2650657;9906;2287
11218000;2659110;9613;2287
11253500;2667468;8815;2287
11289000;2675791;10530;2287
11324500;2684086;10086;2287
11360000;2692411;9910;2287
11395500;2700815;9851;2287
11431000;2709242;9966;2287
11466500;2717663;9952;2287
11502000;2725967;9928;2287
11537500;2734452;9989;2287
11573000;2742727;10654;2287
11608500;2751180;9747;2287
11644000;2759574;10350;2287
11679500;2767947;10362;2287
11715000;2776238;10176;2287
11750500;2784842;9461;2287
11786000;2793059;8772;2287
11821500;2801438;10052;2287
11857000;2809806;10343;2287
11892500;2818097;9291;2287
11928000;2826332;10448;2287
11963500;2834639;10090;2287
11999000;2842823;9457;2287
12034500;2851095;10325;2287
12070000;2859556;9885;2287
12105500;2867761;9682;2287
12141000;2876133;10561;2287
12176500;2884393;9534;2287
12212000;2892695;8910;2287
12247500;2900883;9706;2287
12283000;2909100;9842;2287
12318500;2917295;9007;2287
12354000;2925673;10043;2287
12389500;2933836;8761;2287
12425000;2942152;9732;2287
12460500;2950393;9738;2287
12496000;2958720;10010;2287
12531500;2966934;9050;2287
12567000;2975501;9691;2287
12602500;2983930;9027;2287
12638000;2992250;9482;2287
12673500;3000570;9682;2287
12709000;3008951;9167;2287
12744500;3017236;10347;2287
12780000;3025516;9558;2287
12815500;3033856;9430;2287
12851000;3042138;9876;2287
12886500;3050576;9218;2287
12922000;3058829;9404;2287
12957500;3066956;9386;2287
12993000;3075075;10340;2287
13028500;3083329;10241;2287
13064000;3091509;9931;2287
13099500;3099759;9798;2287
13135000;3107861;10244;2287
13170500;3115993;10104;2287
13206000;3124165;9742;2287
13241500;3132405;10434;2287
13277000;3140565;9837;2287
13312500;3148787;10666;2287
13348000;3157064;10181;2287
13383500;3165308;9640;2287
13419000;3173492;9742;2287
13454500;3181795;9425;2287
13490000;3189975;9419;2287
13525500;3198366;9169;2287
13561000;3206645;9325;2287
13596500;3214910;10045;2287
13632000;3223207;9512;2287
13667500;3231763;9268;2287
13703000;3240198;10188;2287
13738500;3248609;9461;2287
13774000;3256911;9593;2287
13809500;3265220;9625;2287
13845000;3273578;9482;2287
13880500;3281964;10275;2287
13916000;3291031;9652;2287
13951500;3299315;10118;2287
13987000;3307824;9549;2287
14022500;3316337;8820;2287
14058000;3324749;9656;2287
14093500;3333070;9937;2287
14129000;3341453;9301;2287
14164500;3349681;9768;2287
14200000;3357937;9581;2287
14235500;3366230;10246;2287
14271000;3374655;10371;2287
14306500;3383136;9744;2287
14342000;3391498;10405;2287
14377500;3399835;9574;2287
14413000;3408099;9029;2287
14448500;3416551;9603;2287
14484000;3424782;10057;2287
14519500;3432940;10262;2287
14555000;3441110;9991;2287
14590500;3449844;9652;2287
14626000;3458138;10221;2287
14661500;3466264;9823;2287
14697000;3474489;9447;2287
14732500;3482640;10035;2287
14768000;3490872;9514;2287
14803500;3499086;9763;2287
14839000;3507467;9474;2287
14874500;3515625;9555;2287
14910000;3523995;9463;2287
14945500;3532273;10654;2287
14981000;3540431;9872;2287
15016500;3548693;9709;2287
15052000;3556938;8942;2287
15087500;3565272;9694;2287
15123000;3573559;8995;2287
15158500;3581864;9347;2287
15194000;3590189;9262;2287
15229500;3598398;9858;2287
15265000;3606670;10135;2287
15300500;3614878;10070;2287
15336000;3623189;10942;2287
15371500;3631299;10058;2287
15407000;3639756;9034;2287
15442500;3648032;9708;2287
15478000;3656344;10487;2287
15513500;3664557;9926;2287
15549000;3673020;10166;2287
15584500;3681278;10230;2287
15620000;3689827;9809;2287
15655500;3698162;9799;2287
15691000;3706483;9472;2287
15726500;3714768;10222;2287
15762000;3723167;10615;2287
15797500;3731635;10345;2287
15833000;3740063;9125;2287
15868500;3748685;9916;2287
15904000;3756978;10358;2287
15939500;3765438;9976;2287
15975000;3773709;9138;2287
16010500;3782061;9427;2287
16046000;3790359;10142;2287
16081500;3798624;10127;2287
16117000;3807112;10073;2287
16152500;3815568;9786;2287
16188000;3823895;10125;2287
16223500;3832263;9959;2287
16259000;3840539;9364;2287
16294500;3848960;9578;2287
16330000;3857252;9358;2287
16365500;3866608;10390;2287
16401000;3874997;9137;2287
16436500;3883374;9860;2287
16472000;3891716;10051;2287
16507500;3900105;10468;2287
16543000;3908567;9458;2287
16578500;3916841;9594;2287
16614000;3925158;9796;2287
16649500;3933559;9263;2287
16685000;3941983;9708;2287
16720500;3950264;10091;2287
16756000;3958525;10184;2287
16791500;3966990;9836;2287
16827000;3975386;9590;2287
16862500;3983615;9315;2287
16898000;3991993;9637;2287
16933500;4000273;9183;2287
16969000;4008715;10340;2287
17004500;4016997;9545;2287
17040000;4025304;10178;2287
17075500;4033668;10568;2287
17111000;4042086;9552;2287
17146500;4050339;10178;2287
17182000;4058773;9085;2287
17217500;4067105;10163;2287
17253000;4075558;10202;2287
